ticket_id,customer_id,subject,description,category,priority,channel,status,created_at
173,6780,Feature not working after update,The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,Technical Support,Medium,chat,resolved,2026-06-03T21:01:31.797967+00:00
174,9914,Refund needed for cancelled order,"I was charged for an order that I cancelled, so I need a refund. This issue is blocking my team.",Refund Requests,High,email,in_progress,2026-05-18T00:03:31.797967+00:00
175,2106,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,Medium,phone,open,2026-05-31T05:49:31.797967+00:00
176,6546,Cancel my subscription,The free trial expired earlier than expected and I cannot access premium features. Please resolve this as soon as possible.,Subscription Issues,Low,chat,resolved,2026-03-05T23:22:31.797967+00:00
177,5807,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday. This is affecting my work.,Refund Requests,Low,chat,open,2026-02-07T16:45:31.797967+00:00
178,5150,Cannot login to my account,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,Medium,email,resolved,2026-01-16T01:51:31.797967+00:00
179,3039,Account locked after many attempts,My account is locked because I entered the wrong password several times.,Login Problems,High,phone,in_progress,2026-03-12T08:41:31.797967+00:00
180,9151,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,High,phone,resolved,2026-01-27T18:23:31.797967+00:00
181,5813,Update account email address,My old phone number is still attached to the account and I want to remove it.,Account Management,Low,phone,open,2026-04-18T23:23:31.797967+00:00
182,8272,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,Payment Issues,Medium,phone,in_progress,2026-02-15T12:19:31.797967+00:00
183,7655,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card. I have already contacted support once.,Payment Issues,Medium,phone,resolved,2026-05-21T15:27:31.799156+00:00
184,1570,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,Subscription Issues,High,chat,open,2025-12-13T03:03:31.799156+00:00
185,3513,Account locked after many attempts,My account is locked because I entered the wrong password several times. I have already contacted support once.,Login Problems,High,web_portal,in_progress,2026-05-26T21:21:31.799156+00:00
186,6150,Remove old phone number,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,phone,open,2026-03-03T04:25:31.799156+00:00
187,5288,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,Medium,phone,resolved,2026-01-12T13:59:31.799156+00:00
188,3009,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,High,chat,open,2026-01-30T11:11:31.799156+00:00
189,6692,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,High,email,resolved,2026-03-14T19:13:31.799156+00:00
190,3852,Error while uploading file,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,High,phone,resolved,2025-12-06T20:14:31.799156+00:00
191,6912,Cannot login to my account,The password reset email link has expired and I cannot generate a new one. This is affecting my work.,Login Problems,Medium,phone,in_progress,2026-01-29T17:07:31.799156+00:00
192,9612,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty.,Technical Support,Low,web_portal,in_progress,2026-02-23T01:40:31.799156+00:00
193,9476,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. Please resolve this as soon as possible.,Technical Support,High,phone,open,2026-02-09T02:06:31.799156+00:00
194,9488,Feature not working after update,The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,Technical Support,Medium,chat,in_progress,2026-05-21T13:46:31.799156+00:00
195,2292,Password reset link not working,My account is locked because I entered the wrong password several times. This is affecting my work.,Login Problems,Medium,phone,open,2026-01-23T08:19:31.799156+00:00
196,2530,Trial period expired early,My subscription renewal failed even though my payment method is active. This is affecting my work.,Subscription Issues,Medium,chat,resolved,2025-12-28T23:48:31.799156+00:00
197,1674,Dashboard page is loading slowly,The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,Technical Support,High,email,open,2026-01-01T06:29:31.799156+00:00
198,1496,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,Payment Issues,High,web_portal,resolved,2026-02-17T20:55:31.799156+00:00
199,5873,Error while uploading file,I am getting an error while uploading a CSV file to the platform. I have already contacted support once.,Technical Support,Medium,web_portal,open,2025-12-11T04:09:31.799156+00:00
200,6573,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,chat,in_progress,2026-02-06T11:03:31.799156+00:00
201,2739,Subscription renewal problem,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Low,phone,open,2026-03-02T00:26:31.799156+00:00
202,5754,Request refund for duplicate payment,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Medium,web_portal,resolved,2026-05-11T16:17:31.799156+00:00
203,3610,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,High,web_portal,resolved,2026-03-16T11:32:31.799156+00:00
204,8491,Cancel purchase and refund,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Low,chat,open,2026-02-24T00:45:31.799156+00:00
205,8710,Error while uploading file,The application crashes every time I open the reports page.,Technical Support,Medium,phone,resolved,2026-01-02T19:41:31.799156+00:00
206,6995,Payment failed during checkout,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,High,email,in_progress,2026-03-03T04:15:31.799156+00:00
207,7329,Bank transaction succeeded but order failed,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,web_portal,resolved,2026-03-23T15:30:31.799156+00:00
208,7114,Update billing contact,The billing contact has changed and I need the account details updated.,Account Management,Low,phone,resolved,2026-05-11T04:34:31.799156+00:00
209,1742,Change company profile details,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,Low,email,open,2026-01-27T16:38:31.799156+00:00
210,3290,Subscription renewal problem,My plan seems to have changed without my confirmation. This issue is blocking my team.,Subscription Issues,Medium,phone,resolved,2025-12-31T00:25:31.799156+00:00
211,6511,Change company profile details,My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,Account Management,Medium,web_portal,resolved,2026-03-19T21:45:31.799156+00:00
